'	34
's	95_358_373_410
,	11_26_46_55_59_81_88_97_179_190_217_230_252_255_257_282_293_338_342_383_387_391_405_414_429_434_516_573_576_585_622_625_633_698_707_710_717_730_733_753_836_842
.	30_44_69_117_146_167_203_208_242_263_307_335_354_376_408_440_451_455_463_476_495_504_526_529_566_591_600_616_638_658_662_693_704_726_748_764_793_815_847_862_882_885
14th	78
2017	776
80	16
a	19_183_210_268_304_418_432_461_542_557_567_607_610_655_743_783_820_832_844_868
about	522
absolutely	246
accept	141
accomplice	6
accuse	442
act	96_116_321
africa	830
after	180
agency	399
ago	747
aid	239
ailes	624_640_671_725
all	339
all-star	777
allegation	637_699_751
allege	344
alleged	67
ally	198_306
already	850
also	99_170
always	299
america	191
amid	274
among	481
anchor	706
and	82_106_111_125_161_163_279_400_420_449_470_489_517_643_790_831
announce	666
another	728
antonio	389
arm	583
arrest	314
as	468_749_838_856
ask	586
association	413_769
attack	21_202_241
authority	531
autistic	558
back	492
backing	437
basketball	768
bbc	527_883
be	28_39_61_169_188_245_260_286_300_343_370_385_459_466_473_478_502_510_519_538_547_553_593_604_714_742_843_849
because	718
become	132
beehive	861
behind	695
benefit	103
between	823
bird	835_854_881
black	543
blow	462
bouhlel	58_94
brand	688
brazil	312
brazilian	340
brien	660
but	98_283_496_598_674_694_863
by	541_549_800_872
cable	631_651
call	870
calm	556
cancel	771
carlson	709
carolina	781
channel	632_653
charge	29_40
charles	574
chirp	855
city	535
claim	711
climate	798
close	379
co-conspirator	68
come	200_236_406
complaint	540
complicity	107
confirm	85
congratulation	256
contact	64
contain	156_672
contract	713
convention	155
conversation	846
corpnol	453
could	806
council	360
country	251
create	680_799
crime	124
criminal	115
criticize	475
day	273
decide	760
defend	195_261_303
defense	178_228
denounce	486
deploy	301
describe	467
development	457
dictatorial	447_469
diplomatic	377
discover	818
distinctive	685_869
division	281
donald	118
during	324
earlier	45
economy	525
elect	189
end	123
establish	100
even	294
every	196
expect	171_287
extract	148
faction	505
falter	524
federal	309
fight	512
finding	865
fire	590
first	364_407
five	4_38
follow	634
for	227_349_438_676_788_826
former	393_705
found	641
fox	620_642
french	1
from	104_628
game	778_811
gay	789
give	139
go	763
gretchen	708
ground	580
group	353
grow	503_752
guide	841
gun	292
guterres	390
harass	738
harassment	636_702
have	27_60_79_206_266_267_313_361_416_430_518_626_722_736_770_817
he	102_114_131_137_150_187_218_253_264_291_439_471_507_515_546_552_582_592_735_761
head	394_618
help	878
himself	615
hold	362_774_809
honey	827_840
human	824_859
hunter	874
hunting	825
i	243
if	130_186_240_295
illegal	165
immigration	166
implementation	112
in	18_22_62_108_127_134_152_182_209_271_311_330_424_532_560_595_689_779_812_828
informal	365
interaction	822
interview	184_211
into	646
investigate	539
investigation	71
islamic	351
issue	176
it	168_441_645_805_848
its	363_436_775
james	204_452
jannel	659
july	77
just	331
kelly	732
key	419
kill	13
killer	54
kinsey	575
know	837
lahouaiej	57_93
last	24
late	147
law	160_784_803
lead	858
leadership	472
leg	597
lie	577
limit	786
make	871
man	10_611_678
may	265
mean	804
megyn	731
member	222
miami	537
middle	562
might	234
minister	402
misrule	450
mohamed	56_92
money	226
more	14_207_225
most	648_684
mr.	284_444_464_493_639
mugabe	428_445_465_494
murderous	87
murdochs	755
nation	357
national	341_767
nationwide	520
nato	197_305
nature	90
nba	795
necessarily	194
new	214_802_864
news	528_621_652_687_884
next	374
nice	23
night	75
nomination	145
north	780
not	83_193_235_298_588_715_807
nothing	673
of	7_76_91_113_149_177_318_322_395_403_443_446_536_563_609_619_669_682_700_834_879
offens	43
office	35
officer	587
official	664
olympics	327
on	367_499_578
one	681
only	84
openly	511
order	162
organization	372
other	221
over	276_332_654_782
own	508_757
paris	32
party	144_280_509
patient	559
people	17_316_792
period	657
phone	49
plagiarize	277
plan	772
play	417
police	310_550_601
political	686
poll	366
portugal	404
possible	320
praise	675
premeditated	89
preparation	110
prepare	247_319
president	133_426_501
pressure	498
prime	401
progress	80
promise	121_157
prosecutor	2_33_47
protection	787
protest	521
quite	460
raise	584
randall	205
recent	272
record	50
recruit	876
refugee	398
refuse	720
regular	63
release	431
renew	716
report	454_608_661
reporter	744
republican	143_154
resign	627
resignation	668
respond	605
restore	159
return	173
rio	326
road	565
robert	427
roger	623_670
role	423
row	275
s	692
say	3_36_48_181_219_254_388_602_734_796
scene	697
scientist	816
secret	386
secretary-general	375
security	359
sex	723
sexual	635_701
sexually	737
she	712_719_739_741
shoot	548_594_614
shortly	140
should	369_762
show	51_569
since	73
some	480
sometimes	421
source	378
species	833
specifically	875
speech	136_151_278
spending	229
star	729
start	329
state	352_814
statement	433_488_665
station	759
stick	289
still	491
strongly	474
stump	223
sub-saharan	829
succeed	514
successfully	808
suggest	866
support	105_348_425
survive	599
suspect	5_317_337
swirl	703
tackle	164
tell	249
ten	315_745
tendency	448
terrorism	323
terrorism-related	42
than	15
that	52_101_185_199_545_570_785_819_852_867
